P15            vs P1             r-value = 0.6887
P15            vs P2             r-value = 0.5858
P15            vs P3             r-value = 0.4637
P15            vs P4             r-value = 0.7079
P15            vs P5             r-value = 0.7254
P15            vs P6             r-value = 0.6966
P15            vs P7             r-value = 0.7509
P15            vs P8             r-value = 0.4409
P15            vs P9             r-value = 0.7915
P15            vs P10            r-value = 0.7718
P15            vs P11            r-value = 0.6593
P15            vs P12            r-value = 0.6188
P15            vs P13            r-value = 0.6813
P15            vs P14            r-value = 0.6465
P16            vs MEBS_SS        r-value = 0.6508
P16            vs Comp_mean      r-value = 0.8081
P16            vs P1             r-value = 0.7854
P16            vs P2             r-value = 0.7741
P16            vs P3             r-value = 0.45
P16            vs P4             r-value = 0.8
P16            vs P5             r-value = 0.7879
P16            vs P6             r-value = 0.7874
P16            vs P7             r-value = 0.7346
P16            vs P8             r-value = 0.4426
P16            vs P9             r-value = 0.6487
P16            vs P10            r-value = 0.7785
P16            vs P11            r-value = 0.8004
P16            vs P12            r-value = 0.429
P16            vs P13            r-value = 0.652
P16            vs P14            r-value = 0.372
P16            vs P15            r-value = 0.5795
P17            vs MEBS_SS        r-value = 0.4308
P17            vs Comp_mean      r-value = 0.8722
P17            vs P1             r-value = 0.7356
P17            vs P2             r-value = 0.6299
P17            vs P3             r-value = 0.4649
P17            vs P4             r-value = 0.7048
P17            vs P5             r-value = 0.7367
P17            vs P6             r-value = 0.6811
P17            vs P7             r-value = 0.7611
P17            vs P8             r-value = 0.4568
P17            vs P9             r-value = 0.826
P17            vs P10            r-value = 0.7549
P17            vs P11            r-value = 0.7126
P17            vs P12            r-value = 0.5024
P17            vs P13            r-value = 0.7678
P17            vs P14            r-value = 0.7092
P17            vs P15            r-value = 0.8092
P17            vs P16            r-value = 0.6433
P18            vs MEBS_SS        r-value = 0.3809
P18            vs Comp_mean      r-value = 0.8395
P18            vs P1             r-value = 0.6788
P18            vs P2             r-value = 0.5829
P18            vs P3             r-value = 0.4563
P18            vs P4             r-value = 0.6686
P18            vs P5             r-value = 0.6953
P18            vs P6             r-value = 0.6494
P18            vs P7             r-value = 0.7321
P18            vs P8             r-value = 0.4541
P18            vs P9             r-value = 0.807
P18            vs P10            r-value = 0.7211
P18            vs P11            r-value = 0.6576
P18            vs P12            r-value = 0.4744
P18            vs P13            r-value = 0.7514
P18            vs P14            r-value = 0.7534
P18            vs P15            r-value = 0.7701
P18            vs P16            r-value = 0.6056
P18            vs P17            r-value = 0.9483
P19            vs MEBS_SS        r-value = 0.3578
P19            vs Comp_mean      r-value = 0.7767
P19            vs P1             r-value = 0.5987
P19            vs P2             r-value = 0.4965
P19            vs P3             r-value = 0.3985
P19            vs P4             r-value = 0.6056
P19            vs P5             r-value = 0.6434
P19            vs P6             r-value = 0.5957
P19            vs P7             r-value = 0.6608
P19            vs P8             r-value = 0.3889
P19            vs P9             r-value = 0.7317
P19            vs P10            r-value = 0.6861
P19            vs P11            r-value = 0.5604
P19            vs P12            r-value = 0.4523
P19            vs P13            r-value = 0.6653
P19            vs P14            r-value = 0.6573
P19            vs P15            r-value = 0.9068
P19            vs P16            r-value = 0.4959
P19            vs P17            r-value = 0.7659
P19            vs P18            r-value = 0.741
P20            vs MEBS_SS        r-value = 0.6878
P20            vs Comp_mean      r-value = 0.8114
P20            vs P1             r-value = 0.7744
P20            vs P2             r-value = 0.7399
P20            vs P3             r-value = 0.4416
P20            vs P4             r-value = 0.8466
P20            vs P5             r-value = 0.8543
P20            vs P6             r-value = 0.7942
P20            vs P7             r-value = 0.7609
P20            vs P8             r-value = 0.4855
P20            vs P9             r-value = 0.6336
P20            vs P10            r-value = 0.8042
P20            vs P11            r-value = 0.8603
P20            vs P12            r-value = 0.419
P20            vs P13            r-value = 0.5736
P20            vs P14            r-value = 0.3814
P20            vs P15            r-value = 0.6057
P20            vs P16            r-value = 0.7379
P20            vs P17            r-value = 0.6322
P20            vs P18            r-value = 0.5986
P20            vs P19            r-value = 0.5187
P21            vs MEBS_SS        r-value = 0.07656
P21            vs Comp_mean      r-value = 0.05105
P21            vs P1             r-value = 0.04505
P21            vs P2             r-value = 0.04854
P21            vs P3             r-value = 0.01701
P21            vs P4             r-value = 0.04028
P21            vs P5             r-value = 0.04945
P21            vs P6             r-value = 0.04084
P21            vs P7             r-value = 0.02563
P21            vs P8             r-value = 0.01916
P21            vs P9             r-value = 0.01889
P21            vs P10            r-value = 0.02738
P21            vs P11            r-value = 0.05545
P21            vs P12            r-value = 0.01646
P21            vs P13            r-value = 0.0191
P21            vs P14            r-value = 0.008094
P21            vs P15            r-value = 0.01668
P21            vs P16            r-value = 0.06719
P21            vs P17            r-value = 0.01727
P21            vs P18            r-value = 0.01798
P21            vs P19            r-value = 0.01326
P21            vs P20            r-value = 0.04739
P22            vs MEBS_SS        r-value = 0.529
P22            vs Comp_mean      r-value = 0.857
P22            vs P1             r-value = 0.7848
P22            vs P2             r-value = 0.7634
P22            vs P3             r-value = 0.5407
P22            vs P4             r-value = 0.8006
P22            vs P5             r-value = 0.7528
P22            vs P6             r-value = 0.7597
P22            vs P7             r-value = 0.7835
P22            vs P8             r-value = 0.4941
P22            vs P9             r-value = 0.7309
P22            vs P10            r-value = 0.8262
P22            vs P11            r-value = 0.7989
P22            vs P12            r-value = 0.5104
P22            vs P13            r-value = 0.6908
P22            vs P14            r-value = 0.4336
P22            vs P15            r-value = 0.6984
P22            vs P16            r-value = 0.758
P22            vs P17            r-value = 0.703
P22            vs P18            r-value = 0.6634
P22            vs P19            r-value = 0.5863
P22            vs P20            r-value = 0.7364
P22            vs P21            r-value = 0.02987
P23            vs MEBS_SS        r-value = 0.4159
P23            vs Comp_mean      r-value = 0.8558
P23            vs P1             r-value = 0.6936
P23            vs P2             r-value = 0.5948
P23            vs P3             r-value = 0.4586
P23            vs P4             r-value = 0.7009
P23            vs P5             r-value = 0.7221
P23            vs P6             r-value = 0.677
P23            vs P7             r-value = 0.743
P23            vs P8             r-value = 0.4408
P23            vs P9             r-value = 0.8258
P23            vs P10            r-value = 0.7833
P23            vs P11            r-value = 0.6672
P23            vs P12            r-value = 0.5214
P23            vs P13            r-value = 0.7212
P23            vs P14            r-value = 0.6493
P23            vs P15            r-value = 0.9122
P23            vs P16            r-value = 0.5941
P23            vs P17            r-value = 0.8261
P23            vs P18            r-value = 0.7918
P23            vs P19            r-value = 0.9066
P23            vs P20            r-value = 0.613
P23            vs P21            r-value = 0.01714
P23            vs P22            r-value = 0.7108
P24            vs MEBS_SS        r-value = 0.2642
P24            vs Comp_mean      r-value = 0.6975
P24            vs P1             r-value = 0.4807
P24            vs P2             r-value = 0.4342
P24            vs P3             r-value = 0.2937
P24            vs P4             r-value = 0.5266
P24            vs P5             r-value = 0.5391
P24            vs P6             r-value = 0.507
P24            vs P7             r-value = 0.5725
P24            vs P8             r-value = 0.4089
P24            vs P9             r-value = 0.6023
P24            vs P10            r-value = 0.564
P24            vs P11            r-value = 0.4693
P24            vs P12            r-value = 0.3859
P24            vs P13            r-value = 0.6302
P24            vs P14            r-value = 0.5646
P24            vs P15            r-value = 0.6164
P24            vs P16            r-value = 0.44
P24            vs P17            r-value = 0.6618
P24            vs P18            r-value = 0.645
P24            vs P19            r-value = 0.6583
P24            vs P20            r-value = 0.4538
P24            vs P21            r-value = 0.01072
P24            vs P22            r-value = 0.5191
P24            vs P23            r-value = 0.6388
P25            vs MEBS_SS        r-value = 0.2642
P25            vs Comp_mean      r-value = 0.6975
P25            vs P1             r-value = 0.4807
P25            vs P2             r-value = 0.4342
P25            vs P3             r-value = 0.2937
P25            vs P4             r-value = 0.5266
P25            vs P5             r-value = 0.5391
P25            vs P6             r-value = 0.507
P25            vs P7             r-value = 0.5725
P25            vs P8             r-value = 0.4089
P25            vs P9             r-value = 0.6023
P25            vs P10            r-value = 0.564
P25            vs P11            r-value = 0.4693
P25            vs P12            r-value = 0.3859
P25            vs P13            r-value = 0.6302
P25            vs P14            r-value = 0.5646
P25            vs P15            r-value = 0.6164
P25            vs P16            r-value = 0.44
P25            vs P17            r-value = 0.6618
P25            vs P18            r-value = 0.645
P25            vs P19            r-value = 0.6583
P25            vs P20            r-value = 0.4538
P25            vs P21            r-value = 0.01072
P25            vs P22            r-value = 0.5191
P25            vs P23            r-value = 0.6388
P25            vs P24            r-value = 1.0
P26            vs MEBS_SS        r-value = 0.2642
P26            vs Comp_mean      r-value = 0.6975
P26            vs P1             r-value = 0.4807
P26            vs P2             r-value = 0.4342
P26            vs P3             r-value = 0.2937
P26            vs P4             r-value = 0.5266
P26            vs P5             r-value = 0.5391
P26            vs P6             r-value = 0.507
P26            vs P7             r-value = 0.5725
P26            vs P8             r-value = 0.4089
P26            vs P9             r-value = 0.6023
P26            vs P10            r-value = 0.564
P26            vs P11            r-value = 0.4693
P26            vs P12            r-value = 0.3859
P26            vs P13            r-value = 0.6302
P26            vs P14            r-value = 0.5646
P26            vs P15            r-value = 0.6164
P26            vs P16            r-value = 0.44
P26            vs P17            r-value = 0.6618
P26            vs P18            r-value = 0.645
P26            vs P19            r-value = 0.6583
P26            vs P20            r-value = 0.4538
P26            vs P21            r-value = 0.01072
P26            vs P22            r-value = 0.5191
P26            vs P23            r-value = 0.6388
P26            vs P24            r-value = 1.0
P26            vs P25            r-value = 1.0
P28            vs MEBS_SS        r-value = 0.4394
P28            vs Comp_mean      r-value = 0.7274

P28            vs P1             r-value = 0.6095
P28            vs P2             r-value = 0.5631
P28            vs P3             r-value = 0.4356
P28            vs P4             r-value = 0.6564
P28            vs P5             r-value = 0.6614
P28            vs P6             r-value = 0.651
P28            vs P7             r-value = 0.6799
P28            vs P8             r-value = 0.3759
P28            vs P9             r-value = 0.6719
P28            vs P10            r-value = 0.6984
P28            vs P11            r-value = 0.6004
P28            vs P12            r-value = 0.3574
P28            vs P13            r-value = 0.5697
P28            vs P14            r-value = 0.4578
P28            vs P15            r-value = 0.7068
P28            vs P16            r-value = 0.5249
P28            vs P17            r-value = 0.6113
P28            vs P18            r-value = 0.5926
P28            vs P19            r-value = 0.6683
P28            vs P20            r-value = 0.5632
P28            vs P21            r-value = 0.01848
P28            vs P22            r-value = 0.6237
P28            vs P23            r-value = 0.7015
P28            vs P24            r-value = 0.4748
P28            vs P25            r-value = 0.4748
P28            vs P26            r-value = 0.4748
P29            vs MEBS_SS        r-value = 0.8815
P29            vs Comp_mean      r-value = 0.8136
P29            vs P1             r-value = 0.8425
P29            vs P2             r-value = 0.7664
P29            vs P3             r-value = 0.4151
P29            vs P4             r-value = 0.8752
P29            vs P5             r-value = 0.8825
P29            vs P6             r-value = 0.8961
P29            vs P7             r-value = 0.7831
P29            vs P8             r-value = 0.4907
P29            vs P9             r-value = 0.6116
P29            vs P10            r-value = 0.7719
P29            vs P11            r-value = 0.8471
P29            vs P12            r-value = 0.4567
P29            vs P13            r-value = 0.5383
P29            vs P14            r-value = 0.352
P29            vs P15            r-value = 0.6093
P29            vs P16            r-value = 0.8088
P29            vs P17            r-value = 0.6214
P29            vs P18            r-value = 0.5603
P29            vs P19            r-value = 0.5068
P29            vs P20            r-value = 0.7709
P29            vs P21            r-value = 0.06605
P29            vs P22            r-value = 0.6876
P29            vs P23            r-value = 0.5903
P29            vs P24            r-value = 0.4147
P29            vs P25            r-value = 0.4147
P29            vs P26            r-value = 0.4147
P29            vs P28            r-value = 0.5365

