P10            vs P9             r-value = 0.3628
P11            vs MEBS_SS        r-value = 0.1292
P11            vs Comp_mean      r-value = 0.7134
P11            vs P1             r-value = 0.4863
P11            vs P2             r-value = 0.4068
P11            vs P3             r-value = 0.2435
P11            vs P4             r-value = 0.7418
P11            vs P5             r-value = 0.7689
P11            vs P6             r-value = 0.6352
P11            vs P7             r-value = 0.6743
P11            vs P8             r-value = 0.2437
P11            vs P9             r-value = 0.2326
P11            vs P10            r-value = 0.5564
P12            vs MEBS_SS        r-value = 0.004045
P12            vs Comp_mean      r-value = 0.1981
P12            vs P1             r-value = 0.04168
P12            vs P2             r-value = 0.05941
P12            vs P3             r-value = 0.0692
P12            vs P4             r-value = 0.0834
P12            vs P5             r-value = 0.06752
P12            vs P6             r-value = 0.0518
P12            vs P7             r-value = 0.08168
P12            vs P8             r-value = 0.04674
P12            vs P9             r-value = 0.06939
P12            vs P10            r-value = 0.105
P12            vs P11            r-value = 0.1099
P13            vs MEBS_SS        r-value = 0.0317
P13            vs Comp_mean      r-value = 0.5519
P13            vs P1             r-value = 0.1711
P13            vs P2             r-value = 0.2383
P13            vs P3             r-value = 0.1531
P13            vs P4             r-value = 0.2075
P13            vs P5             r-value = 0.1908
P13            vs P6             r-value = 0.138
P13            vs P7             r-value = 0.2217
P13            vs P8             r-value = 0.2315
P13            vs P9             r-value = 0.6093
P13            vs P10            r-value = 0.3525
P13            vs P11            r-value = 0.2702
P13            vs P12            r-value = 0.1038
P14            vs MEBS_SS        r-value = 0.001082
P14            vs Comp_mean      r-value = 0.4817
P14            vs P1             r-value = 0.1782
P14            vs P2             r-value = 0.2324
P14            vs P3             r-value = 0.06724
P14            vs P4             r-value = 0.2131
P14            vs P5             r-value = 0.2335
P14            vs P6             r-value = 0.1817
P14            vs P7             r-value = 0.2323
P14            vs P8             r-value = 0.2321
P14            vs P9             r-value = 0.2735
P14            vs P10            r-value = 0.2428
P14            vs P11            r-value = 0.2512
P14            vs P12            r-value = 0.02974
P14            vs P13            r-value = 0.2494
P15            vs MEBS_SS        r-value = 0.0001971
P15            vs Comp_mean      r-value = 0.5687
P15            vs P1             r-value = 0.1646
P15            vs P2             r-value = 0.1946
P15            vs P3             r-value = 0.1073
P15            vs P4             r-value = 0.2995
P15            vs P5             r-value = 0.2789
P15            vs P6             r-value = 0.2407
P15            vs P7             r-value = 0.2691
P15            vs P8             r-value = 0.2127
P15            vs P9             r-value = 0.3085
P15            vs P10            r-value = 0.3726
P15            vs P11            r-value = 0.3378
P15            vs P12            r-value = 0.3109
P15            vs P13            r-value = 0.3518
P15            vs P14            r-value = 0.3158
P16            vs MEBS_SS        r-value = 0.02236
P16            vs Comp_mean      r-value = 0.7299
P16            vs P1             r-value = 0.2964
P16            vs P2             r-value = 0.3184
P16            vs P3             r-value = 0.2302
P16            vs P4             r-value = 0.6264
P16            vs P5             r-value = 0.5209
P16            vs P6             r-value = 0.5768
P16            vs P7             r-value = 0.6301
P16            vs P8             r-value = 0.2852
P16            vs P9             r-value = 0.3882
P16            vs P10            r-value = 0.5468
P16            vs P11            r-value = 0.5887
P16            vs P12            r-value = 0.1066
P16            vs P13            r-value = 0.5156
P16            vs P14            r-value = 0.273
P16            vs P15            r-value = 0.3717
P17            vs MEBS_SS        r-value = 0.05173
P17            vs Comp_mean      r-value = 0.6765
P17            vs P1             r-value = 0.2085
P17            vs P2             r-value = 0.3943
P17            vs P3             r-value = 0.2354
P17            vs P4             r-value = 0.2823
P17            vs P5             r-value = 0.3019
P17            vs P6             r-value = 0.2003
P17            vs P7             r-value = 0.3027
P17            vs P8             r-value = 0.3011
P17            vs P9             r-value = 0.3349
P17            vs P10            r-value = 0.3872
P17            vs P11            r-value = 0.3884
P17            vs P12            r-value = 0.1058
P17            vs P13            r-value = 0.4166
P17            vs P14            r-value = 0.3925
P17            vs P15            r-value = 0.34
P17            vs P16            r-value = 0.4593
P18            vs MEBS_SS        r-value = 0.0525
P18            vs Comp_mean      r-value = 0.6386
P18            vs P1             r-value = 0.179
P18            vs P2             r-value = 0.3526
P18            vs P3             r-value = 0.1838
P18            vs P4             r-value = 0.2521
P18            vs P5             r-value = 0.2691
P18            vs P6             r-value = 0.1755
P18            vs P7             r-value = 0.27
P18            vs P8             r-value = 0.302
P18            vs P9             r-value = 0.3417
P18            vs P10            r-value = 0.3563
P18            vs P11            r-value = 0.3483
P18            vs P12            r-value = 0.08709
P18            vs P13            r-value = 0.3937
P18            vs P14            r-value = 0.4759
P18            vs P15            r-value = 0.3474
P18            vs P16            r-value = 0.4147
P18            vs P17            r-value = 0.9298
P19            vs MEBS_SS        r-value = 0.001193
P19            vs Comp_mean      r-value = 0.4543
P19            vs P1             r-value = 0.1139
P19            vs P2             r-value = 0.1915
P19            vs P3             r-value = 0.04586
P19            vs P4             r-value = 0.1947
P19            vs P5             r-value = 0.2139
P19            vs P6             r-value = 0.1529
P19            vs P7             r-value = 0.1811
P19            vs P8             r-value = 0.192
P19            vs P9             r-value = 0.2487
P19            vs P10            r-value = 0.2662
P19            vs P11            r-value = 0.2436
P19            vs P12            r-value = 0.06232
P19            vs P13            r-value = 0.2806
P19            vs P14            r-value = 0.3336
P19            vs P15            r-value = 0.7101
P19            vs P16            r-value = 0.2681
P19            vs P17            r-value = 0.2817
P19            vs P18            r-value = 0.3115
P20            vs MEBS_SS        r-value = 0.06874
P20            vs Comp_mean      r-value = 0.549
P20            vs P1             r-value = 0.2755
P20            vs P2             r-value = 0.2369
P20            vs P3             r-value = 0.1966
P20            vs P4             r-value = 0.5964
P20            vs P5             r-value = 0.6541
P20            vs P6             r-value = 0.4007
P20            vs P7             r-value = 0.4491
P20            vs P8             r-value = 0.1607
P20            vs P9             r-value = 0.2029
P20            vs P10            r-value = 0.6146
P20            vs P11            r-value = 0.7245
P20            vs P12            r-value = 0.09844
P20            vs P13            r-value = 0.2247
P20            vs P14            r-value = 0.1686
P20            vs P15            r-value = 0.2807
P20            vs P16            r-value = 0.4231
P20            vs P17            r-value = 0.2721
P20            vs P18            r-value = 0.2517
P20            vs P19            r-value = 0.2055
P21            vs MEBS_SS        r-value = 0.01562
P21            vs Comp_mean      r-value = 0.0004026
P21            vs P1             r-value = 0.002836
P21            vs P2             r-value = 0.00286
P21            vs P3             r-value = 0.001063
P21            vs P4             r-value = 0.001511
P21            vs P5             r-value = 0.0006763
P21            vs P6             r-value = 0.00226
P21            vs P7             r-value = 0.002729
P21            vs P8             r-value = 0.0007431
P21            vs P9             r-value = 0.00336
P21            vs P10            r-value = 0.00224
P21            vs P11            r-value = 0.0008654
P21            vs P12            r-value = 6.665e-08
P21            vs P13            r-value = 0.003316
P21            vs P14            r-value = 0.0002021
P21            vs P15            r-value = 0.0004389
P21            vs P16            r-value = 3.626e-05
P21            vs P17            r-value = 8.96e-05
P21            vs P18            r-value = 0.0002855
P21            vs P19            r-value = 0.0006523
P21            vs P20            r-value = 0.0001955
P22            vs MEBS_SS        r-value = 0.01537
P22            vs Comp_mean      r-value = 0.6459
P22            vs P1             r-value = 0.2121
P22            vs P2             r-value = 0.3707
P22            vs P3             r-value = 0.2953
P22            vs P4             r-value = 0.3943
P22            vs P5             r-value = 0.3419
P22            vs P6             r-value = 0.3209
P22            vs P7             r-value = 0.3663
P22            vs P8             r-value = 0.2962
P22            vs P9             r-value = 0.2593
P22            vs P10            r-value = 0.5118
P22            vs P11            r-value = 0.4332
P22            vs P12            r-value = 0.09627
P22            vs P13            r-value = 0.3505
P22            vs P14            r-value = 0.2195
P22            vs P15            r-value = 0.2706
P22            vs P16            r-value = 0.5807
P22            vs P17            r-value = 0.5677
P22            vs P18            r-value = 0.4789
P22            vs P19            r-value = 0.1995
P22            vs P20            r-value = 0.3399
P22            vs P21            r-value = 0.0007926
P23            vs MEBS_SS        r-value = 0.005454
P23            vs Comp_mean      r-value = 0.6123
P23            vs P1             r-value = 0.1807
P23            vs P2             r-value = 0.2448
P23            vs P3             r-value = 0.1292
P23            vs P4             r-value = 0.3164
P23            vs P5             r-value = 0.2714
P23            vs P6             r-value = 0.2419
P23            vs P7             r-value = 0.3069
P23            vs P8             r-value = 0.2726
P23            vs P9             r-value = 0.4299
P23            vs P10            r-value = 0.4687
P23            vs P11            r-value = 0.3507
P23            vs P12            r-value = 0.1071
P23            vs P13            r-value = 0.398
P23            vs P14            r-value = 0.3331
P23            vs P15            r-value = 0.6437
P23            vs P16            r-value = 0.4193
P23            vs P17            r-value = 0.4277
P23            vs P18            r-value = 0.4322
P23            vs P19            r-value = 0.673
P23            vs P20            r-value = 0.3062
P23            vs P21            r-value = 0.001392
P23            vs P22            r-value = 0.3796
P24            vs MEBS_SS        r-value = 0.005186
P24            vs Comp_mean      r-value = 0.5951
P24            vs P1             r-value = 0.1616
P24            vs P2             r-value = 0.333
P24            vs P3             r-value = 0.1249
P24            vs P4             r-value = 0.229
P24            vs P5             r-value = 0.2412
P24            vs P6             r-value = 0.1673
P24            vs P7             r-value = 0.2813
P24            vs P8             r-value = 0.3036
P24            vs P9             r-value = 0.2613
P24            vs P10            r-value = 0.2832
P24            vs P11            r-value = 0.2987
P24            vs P12            r-value = 0.04092
P24            vs P13            r-value = 0.3403
P24            vs P14            r-value = 0.2871
P24            vs P15            r-value = 0.257
P24            vs P16            r-value = 0.3272
P24            vs P17            r-value = 0.3309
P24            vs P18            r-value = 0.3037
P24            vs P19            r-value = 0.338
P24            vs P20            r-value = 0.217
P24            vs P21            r-value = 9.193e-05
P24            vs P22            r-value = 0.3317
P24            vs P23            r-value = 0.3271
P25            vs MEBS_SS        r-value = 0.005186
P25            vs Comp_mean      r-value = 0.5951
P25            vs P1             r-value = 0.1616
P25            vs P2             r-value = 0.333
P25            vs P3             r-value = 0.1249
P25            vs P4             r-value = 0.229
P25            vs P5             r-value = 0.2412
P25            vs P6             r-value = 0.1673
P25            vs P7             r-value = 0.2813
P25            vs P8             r-value = 0.3036
P25            vs P9             r-value = 0.2613
P25            vs P10            r-value = 0.2832
P25            vs P11            r-value = 0.2987
P25            vs P12            r-value = 0.04092
P25            vs P13            r-value = 0.3403
P25            vs P14            r-value = 0.2871
P25            vs P15            r-value = 0.257
P25            vs P16            r-value = 0.3272
P25            vs P17            r-value = 0.3309
P25            vs P18            r-value = 0.3037
P25            vs P19            r-value = 0.338
P25            vs P20            r-value = 0.217
P25            vs P21            r-value = 9.193e-05
P25            vs P22            r-value = 0.3317
P25            vs P23            r-value = 0.3271
P25            vs P24            r-value = 1.0
P26            vs MEBS_SS        r-value = 0.005186
P26            vs Comp_mean      r-value = 0.5951
P26            vs P1             r-value = 0.1616
P26            vs P2             r-value = 0.333
P26            vs P3             r-value = 0.1249
P26            vs P4             r-value = 0.229
P26            vs P5             r-value = 0.2412
P26            vs P6             r-value = 0.1673
P26            vs P7             r-value = 0.2813
P26            vs P8             r-value = 0.3036
P26            vs P9             r-value = 0.2613
P26            vs P10            r-value = 0.2832
P26            vs P11            r-value = 0.2987
P26            vs P12            r-value = 0.04092
P26            vs P13            r-value = 0.3403
P26            vs P14            r-value = 0.2871
P26            vs P15            r-value = 0.257
P26            vs P16            r-value = 0.3272
P26            vs P17            r-value = 0.3309
P26            vs P18            r-value = 0.3037
P26            vs P19            r-value = 0.338
P26            vs P20            r-value = 0.217
P26            vs P21            r-value = 9.193e-05
P26            vs P22            r-value = 0.3317
P26            vs P23            r-value = 0.3271
P26            vs P24            r-value = 1.0
P26            vs P25            r-value = 1.0
P28            vs MEBS_SS        r-value = 0.001108
P28            vs Comp_mean      r-value = 0.3228
P28            vs P1             r-value = 0.1162
P28            vs P2             r-value = 0.1853
P28            vs P3             r-value = 0.03573
P28            vs P4             r-value = 0.1115
P28            vs P5             r-value = 0.1127
P28            vs P6             r-value = 0.08856
P28            vs P7             r-value = 0.1165
P28            vs P8             r-value = 0.1397
P28            vs P9             r-value = 0.1834
P28            vs P10            r-value = 0.1753
P28            vs P11            r-value = 0.1407
P28            vs P12            r-value = 0.03269
P28            vs P13            r-value = 0.1672
P28            vs P14            r-value = 0.2988
P28            vs P15            r-value = 0.3097
P28            vs P16            r-value = 0.1483
P28            vs P17            r-value = 0.24
P28            vs P18            r-value = 0.2511
P28            vs P19            r-value = 0.3113
P28            vs P20            r-value = 0.08925
P28            vs P21            r-value = 0.0005886
P28            vs P22            r-value = 0.1529

P28            vs P23            r-value = 0.2913
P28            vs P24            r-value = 0.2523
P28            vs P25            r-value = 0.2523
P28            vs P26            r-value = 0.2523
P29            vs MEBS_SS        r-value = 0.6453
P29            vs Comp_mean      r-value = 0.3308
P29            vs P1             r-value = 0.3927
P29            vs P2             r-value = 0.1419
P29            vs P3             r-value = 0.08247
P29            vs P4             r-value = 0.7062
P29            vs P5             r-value = 0.5857
P29            vs P6             r-value = 0.7733
P29            vs P7             r-value = 0.6178
P29            vs P8             r-value = 0.06138
P29            vs P9             r-value = 0.06555
P29            vs P10            r-value = 0.2479
P29            vs P11            r-value = 0.5432
P29            vs P12            r-value = 0.03315
P29            vs P13            r-value = 0.05591
P29            vs P14            r-value = 0.118
P29            vs P15            r-value = 0.1482
P29            vs P16            r-value = 0.3639
P29            vs P17            r-value = 0.07622
P29            vs P18            r-value = 0.06792
P29            vs P19            r-value = 0.08201
P29            vs P20            r-value = 0.353
P29            vs P21            r-value = 0.008161
P29            vs P22            r-value = 0.1241
P29            vs P23            r-value = 0.1315
P29            vs P24            r-value = 0.08725
P29            vs P25            r-value = 0.08725
P29            vs P26            r-value = 0.08725
P29            vs P28            r-value = 0.04698

