11	3.842	6.545	6.488	6.914	0.106	6.186	7.149	1.86	8.02	0.183	-0.083	2.684	0.569	0.325	4.854	0.818	-1.867	4.526	1.356	0.387	3.446	3.161	0.143	6.889	0.486	2.105	-0.792	-1.62	2.182	2.923	1.981	4.24	5.172	2.717	2.027	2.701	1.455	0.335	4.728	0.165	-0.228	2.052	2.944	-2.605	3.999	6.938	5.935	5.02	4.951	0.507	1.587	2.007	4.342	0.115	7.034	1.077	2.227	0.438	0.498	4.731	3.334	3.784	4.677	0.424	1.983	3.25
12	4.57	6.652	6.635	6.594	1.004	3.808	4.521	6.184	2.909	-0.005	-0.281	1.554	1.123	0.711	1.77	0.963	-2.697	1.871	2.383	5.433	3.713	-0.468	3.945	5.638	1.171	1.482	-0.715	-0.156	1.992	4.099	2.018	4.696	3.709	3.823	2.491	3.894	1.375	2.117	2.921	0.068	0.169	5.18	4.451	-2.21	3.558	6.625	6.624	5.775	6.792	1.276	0.995	3.126	2.579	-0.534	8.963	-0.628	1.577	2.21	2.043	4.045	3.108	6.824	4.81	1.481	0.075	3.224
13	5.024	7.198	6.635	8.015	2.94	3.111	4.695	2.988	6.488	-0.128	0.116	2.132	1.031	1.506	3.35	2.801	0.038	5.307	-0.776	2.495	3.154	2.307	2.231	0.492	1.039	2.783	-0.819	-0.006	2.586	2.679	2.698	3.87	3.456	2.539	-0.477	0.629	1.984	-1.261	2.346	0.206	0.219	4.515	2.467	-1.205	1.863	4.973	7.22	7.671	5.806	0.172	0.7	3.12	3.968	-0.426	2.337	-1.504	1.642	2.889	4.843	2.738	2.146	5.654	4.086	-0.406	-0.389	0.597
14	5.973	4.71	3.975	2.017	2.257	2.587	5.027	4.259	5.671	-0.089	-0.458	2.991	-0.475	1.69	1.731	4.432	-1.152	3.813	-0.72	3.196	3.261	3.545	2.006	3.388	3.45	0.56	-0.107	-0.577	1.794	4.499	4.467	3.666	4.038	4.061	2.148	1.719	0.521	3.2	2.405	0.168	0.09	2.601	4.324	-0.274	5.583	6.762	7.377	8.037	5.746	-0.075	1.068	1.837	4.331	-1.479	6.039	-0.395	1.318	2.096	3.366	5.146	4.401	8.767	1.932	0.295	2.737	3.477
15	6.164	5.687	7.019	8.636	2.464	4.211	5.703	3.802	7.275	-0.274	-0.472	2.785	-1.147	0.975	4.502	2.837	-0.768	3.288	2.432	3.13	3.408	2.491	1.538	3.648	4.242	2.027	-0.736	-2.043	2.585	0.822	1.482	5.239	2.355	3.99	5.091	-0.079	-1.174	1.898	2.076	0.094	0.202	1.942	4.151	-1.206	1.239	5.167	3.078	5.272	7.352	-1.086	1.557	1.14	3.071	-0.066	6.866	0.07	0.518	2.454	4.139	2.946	3.466	6.673	1.913	0.124	1.152	4.044
16	3.26	6.514	8.536	5.654	2.872	2.636	4.82	2.476	4.668	0.305	0.067	4.212	0.781	1.185	4.294	4.127	-1.17	2.478	0.757	4.489	2.797	0.352	2.165	1.531	1.85	0.296	-0.328	-0.521	4.247	3.471	5.139	1.436	3.703	2.335	1.48	2.582	2.813	1.272	3.743	0.1	-0.175	4.492	4.76	-0.434	-0.172	4.54	7.117	6.277	6.548	-0.024	1.222	2.589	5.403	-0.856	6.989	0.489	-0.078	2.154	1.878	4.794	3.601	3.818	4.807	0.763	1.309	0.41
17	4.129	3.793	4.488	5.939	3.924	5.053	5.554	3.993	4.143	0.55	-0.098	3.327	-0.573	-0.408	2.151	4.088	-1.197	4.81	0.638	5.186	1.703	2.14	2.957	2.253	0.866	1.743	-0.751	-0.015	4.028	3.049	1.64	-0.223	4.268	4.803	2.961	1.215	1.779	1.967	3.521	0.175	0.103	3.704	2.948	-0.595	4.331	5.846	7.605	5.639	7.459	0.228	0.48	4.062	3.306	-0.796	5.683	-0.669	0.28	2.371	1.75	4.135	4.054	5.84	2.222	-0.355	0.008	-0.085
18	6.404	6.87	6.421	8.22	0.281	4.019	5.837	2.917	5.124	0.267	0.079	1.921	-0.254	0.002	-0.912	1.723	-0.479	4.607	1.266	3.124	5.187	3.713	1.539	2.985	0.974	2.468	-0.272	-0.534	2.496	5.339	3.114	4.218	1.429	5.865	6.841	2.747	3.136	0.072	5.789	0.152	-0.11	3.826	2.541	-1.628	0.593	6.088	3.02	5.844	4.656	0.005	1.056	5.458	6.734	-0.951	7.25	-0.217	0.567	1.171	2.621	2.758	4.184	5.192	4.879	-1.08	0.497	-1.629
19	5.313	4.92	2.317	7.944	3.636	4.6	2.091	2.095	6.257	0.103	-0.339	1.176	-0.231	1.333	0.861	0.871	-0.593	6.265	1.909	3.59	1.431	3.206	1.607	3.495	2.072	3.508	-0.422	-1.276	2.474	3.554	3.314	2.037	2.782	2.192	2.514	3.748	-0.606	1.97	2.891	0.259	0.129	2.732	4.48	-0.957	3.868	6.72	8.85	6.743	5.393	0.439	1.472	1.807	6.293	-0.252	5.252	0.394	1.016	3.906	5.389	2.918	3.34	5.826	2.726	-0.057	0.257	4.859
20	5.799	7.091	5.918	4.577	1.801	4.27	6.331	5.595	4.529	-0.055	-0.499	4.607	-0.089	0.975	4.206	3.38	-2.164	8.707	1.913	3.784	4.722	2.604	2.637	2.244	3.091	1.326	-0.536	-0.774	2.814	3.504	2.838	1.918	4.843	4.982	2.091	2.557	1.085	3.857	2.548	0.117	0.058	4.848	0.495	-1.07	-0.114	5.8	4.142	6.308	6.374	-0.021	0.68	0.68	7.843	-0.332	7.306	0.466	0.583	0.317	4.089	4.923	4.23	4.893	0.556	0.007	0.615	4.539
21	4.322	6.897	5.591	7.242	2.807	4.765	5.869	1.628	2.806	-0.198	-0.521	5.868	1.234	2.62	0.918	0.844	-1.718	5.368	2.218	3.543	1.332	3.924	3.25	1.7	0.202	2.752	-0.814	-2.116	2.924	5.272	2.582	3.165	2.86	3.153	2.899	1.317	0.887	-0.057	3.75	-0.017	-0.278	5.174	1.595	-0.645	4.094	4.136	6.307	4.49	3.477	0.238	0.443	3.143	6.04	-1.088	6.244	-0.455	0.646	2.045	0.468	2.772	3.896	5.122	1.758	-0.666	0.469	0.202
22	5.578	6.321	8.601	5.935	1.143	2.722	5.79	1.185	5.494	0.357	-0.34	0.694	-0.329	0.672	1.152	3.088	-1.264	5.336	1.451	4.099	3.313	3.187	2.876	1.236	2.287	4.537	-0.996	-0.396	4.093	2.779	3.871	1.886	2.67	2.945	2.877	2.492	1.987	2.399	4.997	-0.002	-0.285	4.867	4.695	-1.727	4.235	6.053	6.024	5.297	4.057	1.169	1.144	3.095	5.753	-0.038	5.585	-1.231	1.095	2.241	2.137	3.738	2.296	6.709	5.126	0.33	-0.129	3.786
23	6.572	7.107	6.39	4.957	2.518	5.008	2.188	0.655	5.078	0.244	-0.459	4.089	1.229	1.55	3.977	4.005	-0.135	4.403	2.523	2.865	5.465	2.34	-1.569	4.704	1.742	3.108	-0.55	-1.071	0.862	4.63	3.754	4.232	4.432	2.571	2.302	2.275	0.943	2.745	2.181	0.195	0.341	2.744	3.784	-2.278	0.88	6.681	6.338	5.173	5.99	-0.035	1.618	2.538	3.816	-1.404	8.353	-1.395	1.473	2.778	1.655	5.501	2.475	7.561	3.091	-1.073	0.276	3.066
24	5.118	4.821	7.243	5.274	2.078	6.651	6.107	2.079	6.333	0.27	-0.351	5.345	0.788	1.739	2.77	1.852	-2.284	4.054	-0.993	2.876	0.915	3.019	3.051	4.029	1.269	1.2	-0.584	-0.8	1.78	1.569	2.468	1.92	4.77	3.135	2.779	4.464	4.172	2.741	4.713	0.277	-0.011	5.583	5.047	-0.396	2.069	6.715	3.897	4.246	3.704	1.046	1.356	1.451	4.17	0.278	6.248	-0.136	1.364	1.415	2.74	6.341	3.507	5.995	2.439	-0.348	0.163	5.425
25	7.18	7.686	4.233	4.719	1.228	3.17	3.013	3.413	6.479	0.158	-0.977	5.212	-0.421	1.304	1.991	-0.257	-0.441	3.481	-0.364	4.679	2.126	3.585	2.187	5.588	1.666	-1.797	-0.702	-0.753	2.915	2.096	2.546	3.805	4.921	4.058	2.885	2.636	1.866	1.538	4.149	0.225	0.009	3.205	5.272	-1.257	1.414	5.235	6.862	5.083	3.914	1.48	0.062	0.754	2.35	-0.75	5.321	-1.266	1.056	3.733	3.643	4.445	6.122	4.381	2.662	-0.42	1.645	4.01
26	5.24	2.799	6.761	6.435	0.749	4.645	2.989	3.008	4.119	-0.021	-0.217	1.956	-0.275	2.086	3.719	2.755	-1.894	5.072	2.875	5.694	4.412	2.483	2.698	1.398	2.382	2.214	-0.659	-0.629	5.398	6.22	1.913	4.111	3.95	5.366	3.707	2.742	0.976	1.207	4.011	-0.085	0.008	3.725	2.256	-1.965	4.485	7.097	4.385	6.124	3.393	0.532	0.159	3.687	5.873	-1.124	3.776	-0.917	1.579	3.318	2.725	3.804	3.664	5.931	4.729	-0.848	0.408	2.365
27	3.906	8.184	5.333	9.103	2.27	4.931	5.794	4.035	5.436	0.381	0.068	4.462	-0.01	1.121	2.568	4.63	-0.347	2.728	2.47	4.397	1.857	3.714	4.381	2.487	2.246	0.967	-0.653	-0.715	1.921	5.131	2.518	2.652	3.801	5.951	3.954	2.302	0.73	0.399	4.327	0.212	-0.5	5.695	4.744	-2.081	3.128	3.459	6.162	4.491	5.688	1.449	-0.108	2.878	5.95	-0.013	3.754	-0.81	2.079	4.763	3.016	2.135	2.593	5.942	3.766	0.812	0.189	2.106
28	7.046	3.83	4.344	4.309	2.36	4.734	6.884	0.527	7.515	0.359	-0.235	1.652	-0.104	0.986	2.612	1.844	-1.331	3.546	2.705	4.464	2.188	4.542	3.144	2.451	3.329	3.163	-0.433	-0.164	2.256	2.733	0.354	2.624	2.706	1.356	2.639	5.19	3.214	2.15	2.381	-0.003	0.041	3.489	2.528	-0.63	0.446	6.22	3.5	3.595	1.781	0.083	1.665	3.117	6.825	0.108	4.066	-2.975	-0.074	4.108	0.66	4.161	3.27	5.723	4.893	-0.07	1.236	3.167
29	7.012	6.405	4.404	3.038	2.617	4.014	7.138	3.17	7.087	-0.039	-0.205	4.266	-0.561	-0.293	4.553	3.365	-1.72	4.026	3.274	5.288	1.863	3.199	2.284	5.158	1.199	0.552	-0.218	-0.569	3.988	2.115	5.12	0.137	4.362	3.484	2.081	2.633	-1.338	4.619	2.009	0.259	-0.247	1.91	5.516	-0.999	2.096	3.898	7.818	4.5	4.444	1.332	1.834	2.027	7.028	-0.603	6.837	-0.678	1.363	2.863	3.505	3.371	3.497	5.756	0.977	-0.248	0.163	0.657
30	6.919	2.958	4.766	4.267	2.767	5.065	3.478	1.833	4.67	0.069	-0.127	2.883	1.351	2.138	3.615	0.903	-1.322	2.078	0.522	5.132	0.777	3.906	2.976	2.661	1.446	2.567	-0.748	-0.683	2.964	2.178	2.102	1.451	2.714	3.663	1.597	1.633	0.718	0.51	3.406	0.04	0.261	4.731	4.347	-2.075	3.45	7.501	6.117	4.667	5.223	0.707	1.295	2.375	3.27	-0.265	4.814	1.199	0.353	1.428	1.421	4.446	1.601	5.578	5.413	-0.977	1.153	1.465
31	4.423	5.953	5.542	4.049	0.939	2.328	2.922	1.623	6.383	-0.221	-0.197	2.073	-0.696	-0.185	1.483	5.132	-1.411	6.413	0.961	5.474	1.873	1.497	1.194	5.406	5.314	0.519	-0.242	-1.632	5.287	4.345	0.939	4.439	4.764	4.618	1.118	2.002	1.807	2.149	1.107	-0.017	0.145	2.883	5.59	-0.065	2.688	7.427	5.177	7.178	5.11	-0.906	1.16	3.177	5.993	-0.709	6.289	0.077	1.961	2.682	3.227	5.013	5.318	6.656	5.301	-0.972	2.584	1.348
32	6.279	5.359	5.542	5.412	1.985	3.104	5.627	1.506	7.207	-0.187	-0.229	1.841	0.361	0.567	4.042	2.549	-1.858	1.519	3.754	-0.046	4.327	1.469	4.114	6.227	2.651	0.691	-0.542	-0.55	4.265	4.791	1.519	3.627	4.879	4.881	2.775	1.625	-0.802	0.501	2.407	0.097	0.221	1.325	3.797	0.078	-0.444	5.615	7.809	5.957	6.044	-0.689	1.538	3.032	4.331	-0.129	8.895	-1.131	2.09	1.386	1.859	5.161	3.478	4.737	2.291	-0.108	-0.047	2.66
33	6.816	7.346	3.245	5.867	3.047	3.46	4.745	2.528	4.792	0.003	-0.345	1.965	1.225	1.502	3.61	3.43	-0.351	4.325	1.944	3.639	2.119	1.588	2.124	2.985	2.475	1.679	-0.851	-1.542	4.039	0.504	1.773	3.736	3.919	3.508	5.05	1.839	0.337	2.139	4.27	0.216	0.162	1.741	1.642	-1.67E-16	2.322	8.722	7.124	1.653	5.212	1.015	0.945	2.136	6.07	-0.889	7.973	-0.802	1.083	1.6	1.969	4.751	3.381	8.83	1.821	-0.307	-0.095	3.326
34	4.202	4.931	3.844	5.532	0.296	2.933	3.98	2.25	3.286	0.345	0.147	0.284	0.209	1.674	1.085	3.951	-1.066	4.821	1.321	3.637	1.409	2.253	1.364	2.264	0.719	1.806	-0.661	-0.932	2.607	5.605	4.744	3.451	3.208	1.041	5.66	1.784	0.507	3.669	2.887	0.097	0.046	2.92	3.891	-0.577	3.16	4.59	5.056	7.295	4.727	-0.036	0.371	3.592	4.122	-0.776	5.127	-2.394	1.991	3.51	3.967	5.299	4.318	9.2	2.178	1.311	3.136	1.834
35	2.29	2.842	5.36	4.774	0.795	6.385	7.199	4.841	5.315	0.032	0.132	2.015	1.043	1.188	3.003	3.721	-1.883	4.085	0.059	6.114	4.343	2.295	2.243	3.034	0.555	1.883	-0.369	-0.558	4.408	3.397	-0.609	0.507	3.055	0.932	2.443	3.988	0.95	-0.571	3.382	0.034	-0.264	5.693	3.388	-1.136	0.993	5.141	4.432	7.982	5.392	-0.932	-0.06	3.658	6.641	-1.548	8.772	-0.581	1.116	1.274	-0.012	5.157	4.571	8.007	6.059	0.741	0.241	4.675
36	6.253	5.014	6.304	8.388	1.644	5.463	3.432	1.79	4.135	0.143	-0.126	2.345	-0.462	2.236	2.354	1.132	-0.607	2.786	1.064	4.459	3.493	0.642	0.947	3.133	2.68	3.264	-0.732	-1.302	3.094	3.754	2.949	3.895	4.878	3.058	2.364	0.786	2.885	2.501	2.826	0.132	0.054	2.58	3.852	-1.801	1.791	3.323	6.431	4.843	5.719	0.731	-0.412	1.535	5.18	0.05	5.219	0.244	2.104	1.36	1.295	6.417	5.49	5.327	2.064	0.734	2.044	4.125
37	1.434	2.823	5.902	5.858	1.289	2.736	4.388	6.012	4.26	-0.215	-0.019	3.046	-0.815	0.281	4.421	2.945	-0.318	4.151	2.391	1.572	3.83	3.442	2.155	3.428	-0.613	1.998	-0.537	-0.382	3.305	4.666	5.458	3.284	5.72	1.443	2.266	4.764	-0.777	1.854	5.639	0.151	-0.15	5.961	5.812	0.289	7.191	4.303	5.411	8.63	5.864	-0.361	1.356	2.435	5.149	-0.264	5.03	-0.693	0.841	3.102	1.438	2.597	4.984	5.854	3.38	0.664	1.69	2.097
38	2.641	3.165	6.567	5.849	3.262	4.618	4.495	2.554	7.027	-0.109	-0.129	2.913	0.126	2.108	3.76	2.802	-0.108	5.528	-0.151	2.037	2.369	3.881	4.165	4.878	2.14	0.661	-0.406	-0.629	0.378	3.201	-0.282	-0.518	1.617	1.582	1.003	3.868	2.477	0.599	3.447	0.115	-0.072	2.847	1.728	-0.559	2.846	9.807	2.847	2.784	5.405	-1.957	1.637	4.363	4.305	-0.778	5.62	1.395	2.264	1.786	2.986	4.543	4.677	4.896	2.905	-0.766	0.217	4.523
39	7.168	4.801	3.691	4.986	2.843	4.494	4.795	-0.181	5.016	-0.072	-0.248	1.715	1.418	2.851	2.084	3.883	-0.066	5.034	-0.699	5.228	0.762	2.891	4.252	2.75	1.298	4.1	-0.512	-0.234	2.021	1.855	2.872	3.656	2.536	3.142	1.953	4.345	0.696	-0.451	4.365	0.195	-0.197	1.727	3.547	-1.22	4.909	7.572	6.742	6.173	6.221	-0.299	0.04	3.321	4.793	-0.927	4.874	0.075	1.926	2.239	0.655	3.389	3.124	5.166	3.735	0.867	2.219	3.254
40	5.012	4.505	7.203	5.374	3.247	3.656	3.301	4.26	5.408	0.348	0.145	2.21	-2.077	0.859	-0.115	1.771	-0.879	3.908	0.461	3.051	-0.461	4.39	6.319	5.452	3.519	0.819	-0.608	-0.808	3.054	1.347	2.8	2.807	4.641	4.665	2.181	1.743	1.057	0.82	3.304	0.198	0.39	5.134	1.23	-0.596	3.332	4.727	5.187	7.019	2.459	-0.247	-1.452	1.631	5.433	-1.588	3.538	-1.557	1.004	0.429	2.688	5.503	2.509	1.662	5.007	1.064	-0.088	1.613
41	7.878	4.149	6.776	7.119	3.869	6.502	4.659	6.034	2.692	0.338	-0.489	2.895	-0.007	1.364	2.635	1.934	-1.222	3.331	2.972	5.602	7.466	-0.749	6.606	1.539	0.805	3.78	-0.736	-1.202	1.818	2.357	1.348	5.292	2.555	2.2	3.503	1.821	-0.24	2.747	6.271	0.061	-0.225	1.155	4.897	-2.031	3.703	6.757	4.686	3.9	3.945	-1.711	-0.522	3.482	4.779	-0.619	5.566	0.187	1.957	2.325	-0.115	4.786	3.856	3.671	2.04	0.923	3.812	1.57
42	6.404	5.518	8.001	4.901	1.351	3.363	5.541	2.341	6.777	0.281	-0.122	4.243	0.182	0.199	2.771	2.461	-1.991	7.276	-1.65	4.355	2.799	0.893	-0.185	3.135	1.735	2.495	-0.272	-0.977	3.235	3.005	5.267	1.682	2.506	3.24	3.43	1.147	2.944	1.171	0.752	0.09	-0.18	5.276	1.619	-0.979	5.925	4.74	5.218	7.26	4.302	-0.747	1.491	3.187	5.533	0.19	7.669	-0.388	1.743	1.424	3.365	3.446	1.932	6.413	3.337	0.012	-0.371	4.979
43	6.798	6.21	5.496	5.715	1.13	4.663	7.5	2.534	5.943	0.223	-0.621	4.394	1.332	1.288	1.635	3.135	-1.237	4.89	0.705	3.668	2.138	2.505	1.803	3.603	2.653	1.196	-1.133	-0.169	3.774	3.259	4.598	1.094	3.265	4.319	4.872	2.972	3.674	2.419	5.007	0.323	-0.132	4.29	3.01	-2.237	2.331	7.603	4.406	4.393	5.001	-0.264	-0.384	3.623	3.756	-0.275	7.133	1.013	1.598	-0.023	3.211	3.716	5.135	4.312	3.036	1.026	1.28	4.522
44	6.058	5.87	5.323	6.206	1.506	4.935	1.436	3.69	4.361	0.239	0.405	2.872	-2.476	1.446	2.208	4.01	-1.858	4.323	0.007	2.86	2.682	3.038	2.965	7.141	1.794	0.306	-0.282	-1.272	2.318	4.967	3.045	3.053	4.852	4.724	3.764	0.314	1.703	2.471	4.144	-0.064	-0.324	2.26	3.387	-2.908	2.36	3.547	3.601	4.686	4.132	1.293	1.627	3.817	3.586	-0.712	3.83	0.443	0.623	-1.497	1.677	4.172	5.45	0.808	1.339	-0.366	-0.566	2.484
45	6.149	7.529	5.376	5.992	1.432	2.9	2.829	1.878	3.164	-0.214	-0.254	3.399	0.959	0.978	2.293	0.918	-1.798	7.723	0.996	5.172	4.714	3.944	2.675	3.557	-0.352	1.648	-0.217	-1.09	6.51	4.935	2.958	5.422	1.746	4.685	1.563	3.046	0.636	0.829	4.591	-0.144	0.225	3.748	0.387	-0.8	4.311	7.078	5.956	6.633	5.267	0.341	1.823	1.553	3.251	0.189	4.419	-1.123	1.276	1.691	2.598	4.701	4.551	7.827	2.157	-1.116	-0.858	3.915
46	7.265	4.819	6.697	5.792	0.713	5.093	3.692	4.212	3.458	-0.058	0.169	2.013	0.87	0.156	2.293	1.175	-0.169	3.744	2.292	6.014	3.272	2.437	3.845	2.782	4.202	3.757	-0.115	-1.342	2.039	2.66	2.733	4.295	2.219	1.832	4.018	3.82	3.296	2.997	3.098	0.36	-0.056	5.023	1.778	-0.297	2.159	6.08	6.248	4.154	7.384	0.943	0.545	4.004	6.826	-1.217	8.421	-1.474	0.959	0.761	3.382	5.453	2.774	2.398	3.421	-0.792	1.734	-0.597
47	7.042	6.1	6.356	7.514	0.287	6.508	3.403	0.596	7.222	-0.136	-0.455	1.601	0.204	-0.474	1.785	3.09	-0.159	3.01	0.893	2.624	3.846	-0.594	0.233	1.823	3.126	0.896	-0.929	-0.479	2.059	1.161	1.416	1.992	2.214	4.581	2.347	2.218	2.357	5.854	4.014	0.007	-0.234	1.462	3.094	-1.42	5.146	4.812	5.877	5.883	5.195	0.498	-0.121	2.432	4.887	-0.443	7.317	0.436	2.129	2.935	3.384	2.64	4.209	2.844	3.488	-0.631	-0.486	1.962
48	6.587	4.543	6.681	3.712	1.674	5.905	5.502	4.822	5.594	-0.359	-0.296	5.038	-0.255	1.135	0.037	0.852	-1.245	2.102	1.036	4.649	4.885	2.19	2.785	5.117	3.868	2.271	-0.694	-0.751	5.407	5.167	2.629	0.815	7.441	3.229	2.779	2.355	0.786	2.592	1.226	0.308	0.104	5.024	4.871	-0.628	2.354	6.326	6.84	7.813	5.122	0.614	1.483	2.854	3.853	0.138	5.17	0.864	1.361	1.683	1.765	3.694	4.616	3.511	2.717	-0.226	1.175	3.025
